Datetime,Energy,hour,day,month,day_of_week,week_of_year,is_weekend,lag_1,lag_24,lag_168,rolling_mean_24,rolling_mean_168
2010-11-23 11:04:00,1.346,11,23,11,1,47,0,1.43,1.496,1.448,1.5422500000000008,1.5435952380952382
2010-11-23 11:05:00,1.32,11,23,11,1,47,0,1.346,1.496,2.532,1.5349166666666674,1.5363809523809522
2010-11-23 11:06:00,1.322,11,23,11,1,47,0,1.32,1.492,2.52,1.5278333333333338,1.52925
2010-11-23 11:07:00,1.31,11,23,11,1,47,0,1.322,1.492,2.206,1.5202500000000008,1.5239166666666666
2010-11-23 11:08:00,1.318,11,23,11,1,47,0,1.31,1.496,1.882,1.512833333333334,1.5205595238095235
2010-11-23 11:09:00,1.39,11,23,11,1,47,0,1.318,1.496,2.44,1.5084166666666672,1.514309523809524
2010-11-23 11:10:00,1.438,11,23,11,1,47,0,1.39,1.486,2.408,1.5064166666666674,1.5085357142857143
2010-11-23 11:11:00,1.556,11,23,11,1,47,0,1.438,1.566,2.382,1.5060000000000004,1.5036190476190476
2010-11-23 11:12:00,1.508,11,23,11,1,47,0,1.556,1.584,2.378,1.502833333333334,1.4984404761904762
2010-11-23 11:13:00,1.388,11,23,11,1,47,0,1.508,1.582,1.402,1.4947500000000007,1.4983571428571427
2010-11-23 11:14:00,1.388,11,23,11,1,47,0,1.388,1.586,1.616,1.4865000000000004,1.497
2010-11-23 11:15:00,1.384,11,23,11,1,47,0,1.388,1.6,1.954,1.4775000000000007,1.493607142857143
2010-11-23 11:16:00,1.384,11,23,11,1,47,0,1.384,1.586,1.772,1.4690833333333335,1.491297619047619
2010-11-23 11:17:00,1.368,11,23,11,1,47,0,1.384,1.586,2.448,1.4600000000000006,1.4848690476190476
2010-11-23 11:18:00,1.3,11,23,11,1,47,0,1.368,1.586,2.472,1.4480833333333338,1.4778928571428571
2010-11-23 11:19:00,1.302,11,23,11,1,47,0,1.3,1.576,2.502,1.4366666666666672,1.47075
2010-11-23 11:20:00,1.3,11,23,11,1,47,0,1.302,1.576,2.49,1.4251666666666674,1.463666666666667
2010-11-23 11:21:00,1.294,11,23,11,1,47,0,1.3,1.594,2.488,1.4126666666666672,1.4565595238095237
2010-11-23 11:22:00,1.344,11,23,11,1,47,0,1.294,1.526,1.69,1.405083333333334,1.4545
2010-11-23 11:23:00,1.422,11,23,11,1,47,0,1.344,1.524,1.55,1.400833333333334,1.4537380952380954
2010-11-23 11:24:00,1.42,11,23,11,1,47,0,1.422,1.584,1.476,1.3940000000000003,1.453404761904762
2010-11-23 11:25:00,1.406,11,23,11,1,47,0,1.42,1.668,1.47,1.3830833333333337,1.4530238095238095
2010-11-23 11:26:00,1.466,11,23,11,1,47,0,1.406,1.556,1.472,1.379333333333334,1.4529880952380951
2010-11-23 11:27:00,1.51,11,23,11,1,47,0,1.466,1.43,1.478,1.3826666666666674,1.4531785714285714
2010-11-23 11:28:00,1.462,11,23,11,1,47,0,1.51,1.346,1.482,1.3875000000000008,1.453059523809524
2010-11-23 11:29:00,1.414,11,23,11,1,47,0,1.462,1.32,1.476,1.3914166666666672,1.4526904761904764
2010-11-23 11:30:00,2.058,11,23,11,1,47,0,1.414,1.322,1.416,1.4220833333333338,1.4565119047619048
2010-11-23 11:31:00,3.002,11,23,11,1,47,0,2.058,1.31,1.32,1.4925833333333338,1.4665238095238091
2010-11-23 11:32:00,2.29,11,23,11,1,47,0,3.002,1.318,1.314,1.5330833333333338,1.4723333333333333
2010-11-23 11:33:00,1.47,11,23,11,1,47,0,2.29,1.39,1.316,1.536416666666667,1.47325
2010-11-23 11:34:00,3.248,11,23,11,1,47,0,1.47,1.438,1.322,1.611833333333334,1.4847142857142857
2010-11-23 11:35:00,2.526,11,23,11,1,47,0,3.248,1.556,1.326,1.6522500000000004,1.491857142857143
2010-11-23 11:36:00,2.516,11,23,11,1,47,0,2.526,1.508,1.334,1.6942500000000005,1.498892857142857
2010-11-23 11:37:00,2.366,11,23,11,1,47,0,2.516,1.388,1.31,1.7350000000000003,1.5051785714285717
2010-11-23 11:38:00,2.048,11,23,11,1,47,0,2.366,1.388,1.312,1.7625000000000004,1.509559523809524
2010-11-23 11:39:00,2.204,11,23,11,1,47,0,2.048,1.384,1.322,1.796666666666667,1.5148095238095238
2010-11-23 11:40:00,2.12,11,23,11,1,47,0,2.204,1.384,1.328,1.8273333333333337,1.5195238095238095
2010-11-23 11:41:00,1.824,11,23,11,1,47,0,2.12,1.368,1.314,1.846333333333334,1.522559523809524
2010-11-23 11:42:00,2.506,11,23,11,1,47,0,1.824,1.3,1.272,1.896583333333334,1.529904761904762
2010-11-23 11:43:00,2.532,11,23,11,1,47,0,2.506,1.302,1.258,1.9478333333333335,1.5374880952380952
2010-11-23 11:44:00,2.662,11,23,11,1,47,0,2.532,1.3,1.274,2.004583333333334,1.5457500000000002
2010-11-23 11:45:00,2.534,11,23,11,1,47,0,2.662,1.294,1.264,2.0562500000000004,1.5533095238095238
2010-11-23 11:46:00,2.168,11,23,11,1,47,0,2.534,1.344,1.264,2.090583333333334,1.5586904761904763
2010-11-23 11:47:00,1.956,11,23,11,1,47,0,2.168,1.422,1.25,2.112833333333334,1.562892857142857
2010-11-23 11:48:00,1.83,11,23,11,1,47,0,1.956,1.42,1.256,2.129916666666667,1.5663095238095242
2010-11-23 11:49:00,1.994,11,23,11,1,47,0,1.83,1.406,1.246,2.154416666666667,1.5707619047619046
2010-11-23 11:50:00,1.386,11,23,11,1,47,0,1.994,1.466,1.24,2.1510833333333337,1.5716309523809524
2010-11-23 11:51:00,1.368,11,23,11,1,47,0,1.386,1.51,1.352,2.1451666666666678,1.5717261904761906
2010-11-23 11:52:00,1.404,11,23,11,1,47,0,1.368,1.462,1.338,2.1427500000000004,1.5721190476190476
2010-11-23 11:53:00,1.392,11,23,11,1,47,0,1.404,1.414,1.342,2.141833333333334,1.5724166666666666
2010-11-23 11:54:00,1.374,11,23,11,1,47,0,1.392,2.058,1.34,2.113333333333334,1.5726190476190476
2010-11-23 11:55:00,1.37,11,23,11,1,47,0,1.374,3.002,1.342,2.045333333333334,1.572785714285714
2010-11-23 11:56:00,1.372,11,23,11,1,47,0,1.37,2.29,1.354,2.007083333333334,1.572892857142857
2010-11-23 11:57:00,1.37,11,23,11,1,47,0,1.372,1.47,1.346,2.002916666666667,1.573035714285714
2010-11-23 11:58:00,1.518,11,23,11,1,47,0,1.37,3.248,1.35,1.9308333333333336,1.5740357142857146
2010-11-23 11:59:00,1.532,11,23,11,1,47,0,1.518,2.526,1.342,1.8894166666666676,1.5751666666666666
2010-11-23 12:00:00,1.536,12,23,11,1,47,0,1.532,2.516,1.386,1.848583333333334,1.576059523809524
2010-11-23 12:01:00,1.548,12,23,11,1,47,0,1.536,2.366,1.43,1.814500000000001,1.5767619047619048
2010-11-23 12:02:00,1.544,12,23,11,1,47,0,1.548,2.048,1.432,1.7935000000000008,1.5774285714285714
2010-11-23 12:03:00,1.524,12,23,11,1,47,0,1.544,2.204,1.426,1.7651666666666674,1.5780119047619048
2010-11-23 12:04:00,1.518,12,23,11,1,47,0,1.524,2.12,1.402,1.740083333333334,1.5787023809523812
2010-11-23 12:05:00,1.518,12,23,11,1,47,0,1.518,1.824,1.336,1.7273333333333338,1.5797857142857143
2010-11-23 12:06:00,1.52,12,23,11,1,47,0,1.518,2.506,1.328,1.6862500000000005,1.5809285714285717
2010-11-23 12:07:00,1.526,12,23,11,1,47,0,1.52,2.532,1.334,1.644333333333334,1.5820714285714286
2010-11-23 12:08:00,1.538,12,23,11,1,47,0,1.526,2.662,1.314,1.5975000000000008,1.583404761904762
2010-11-23 12:09:00,1.518,12,23,11,1,47,0,1.538,2.534,1.278,1.5551666666666673,1.584833333333333
2010-11-23 12:10:00,1.516,12,23,11,1,47,0,1.518,2.168,1.254,1.5280000000000005,1.5863928571428572
2010-11-23 12:11:00,1.514,12,23,11,1,47,0,1.516,1.956,1.254,1.5095833333333342,1.5879404761904763
2010-11-23 12:12:00,1.428,12,23,11,1,47,0,1.514,1.83,1.264,1.492833333333334,1.5889166666666663
2010-11-23 12:13:00,1.428,12,23,11,1,47,0,1.428,1.994,1.258,1.4692500000000006,1.5899285714285714
2010-11-23 12:14:00,1.436,12,23,11,1,47,0,1.428,1.386,1.25,1.4713333333333338,1.591035714285714
2010-11-23 12:15:00,1.448,12,23,11,1,47,0,1.436,1.368,1.242,1.474666666666667,1.5922619047619049
2010-11-23 12:16:00,1.448,12,23,11,1,47,0,1.448,1.404,1.256,1.4765000000000006,1.593404761904762
2010-11-23 12:17:00,1.446,12,23,11,1,47,0,1.448,1.392,1.26,1.478750000000001,1.594511904761905
2010-11-23 12:18:00,1.44,12,23,11,1,47,0,1.446,1.374,1.262,1.4815000000000005,1.5955714285714289
2010-11-23 12:19:00,1.43,12,23,11,1,47,0,1.44,1.37,1.25,1.4840000000000009,1.5966428571428577
2010-11-23 12:20:00,1.44,12,23,11,1,47,0,1.43,1.372,1.252,1.486833333333334,1.597761904761905
2010-11-23 12:21:00,1.514,12,23,11,1,47,0,1.44,1.37,1.256,1.492833333333334,1.599297619047619
2010-11-23 12:22:00,3.16,12,23,11,1,47,0,1.514,1.518,1.358,1.5612500000000005,1.6100238095238093
2010-11-23 12:23:00,3.05,12,23,11,1,47,0,3.16,1.532,1.282,1.6245000000000005,1.6205476190476191
2010-11-23 12:24:00,2.146,12,23,11,1,47,0,3.05,1.536,1.294,1.6499166666666671,1.625619047619048
2010-11-23 12:25:00,1.916,12,23,11,1,47,0,2.146,1.548,1.356,1.6652500000000006,1.6289523809523812
2010-11-23 12:26:00,0.694,12,23,11,1,47,0,1.916,1.544,1.392,1.629833333333334,1.6247976190476188
2010-11-23 12:27:00,0.62,12,23,11,1,47,0,0.694,1.524,1.394,1.5921666666666672,1.6201904761904762
2010-11-23 12:28:00,0.61,12,23,11,1,47,0,0.62,1.518,1.392,1.554333333333334,1.6155357142857143
2010-11-23 12:29:00,0.55,12,23,11,1,47,0,0.61,1.518,1.402,1.514000000000001,1.6104642857142857
2010-11-23 12:30:00,0.54,12,23,11,1,47,0,0.55,1.52,1.398,1.4731666666666674,1.6053571428571427
2010-11-23 12:31:00,0.54,12,23,11,1,47,0,0.54,1.526,1.408,1.4320833333333338,1.6001904761904762
2010-11-23 12:32:00,1.752,12,23,11,1,47,0,0.54,1.538,1.414,1.4410000000000005,1.602202380952381
2010-11-23 12:33:00,2.044,12,23,11,1,47,0,1.752,1.518,1.412,1.4629166666666673,1.6059642857142855
2010-11-23 12:34:00,0.71,12,23,11,1,47,0,2.044,1.516,1.412,1.429333333333334,1.6017857142857144
2010-11-23 12:35:00,0.45,12,23,11,1,47,0,0.71,1.514,1.398,1.3850000000000005,1.596142857142857
2010-11-23 12:36:00,0.446,12,23,11,1,47,0,0.45,1.428,1.454,1.344083333333334,1.590142857142857
2010-11-23 12:37:00,0.444,12,23,11,1,47,0,0.446,1.428,1.394,1.303083333333334,1.5844880952380953
2010-11-23 12:38:00,0.446,12,23,11,1,47,0,0.444,1.436,1.406,1.2618333333333338,1.5787738095238095
2010-11-23 12:39:00,0.434,12,23,11,1,47,0,0.446,1.448,1.38,1.219583333333334,1.5731428571428572
2010-11-23 12:40:00,0.434,12,23,11,1,47,0,0.434,1.448,1.372,1.177333333333334,1.567559523809524
2010-11-23 12:41:00,0.432,12,23,11,1,47,0,0.434,1.446,1.748,1.135083333333334,1.5597261904761903
2010-11-23 12:42:00,0.432,12,23,11,1,47,0,0.432,1.44,1.974,1.093083333333334,1.550547619047619
2010-11-23 12:43:00,0.434,12,23,11,1,47,0,0.432,1.43,1.374,1.051583333333334,1.544952380952381
2010-11-23 12:44:00,0.44,12,23,11,1,47,0,0.434,1.44,2.044,1.0099166666666672,1.5354047619047622
2010-11-23 12:45:00,0.44,12,23,11,1,47,0,0.44,1.514,1.736,0.9651666666666672,1.5276904761904764
2010-11-23 12:46:00,0.438,12,23,11,1,47,0,0.44,3.16,2.212,0.8517500000000006,1.5171309523809524
2010-11-23 12:47:00,0.388,12,23,11,1,47,0,0.438,3.05,2.06,0.740833333333334,1.5071785714285717
2010-11-23 12:48:00,0.344,12,23,11,1,47,0,0.388,2.146,1.864,0.6657500000000006,1.4981309523809525
2010-11-23 12:49:00,0.344,12,23,11,1,47,0,0.344,1.916,1.96,0.6002500000000006,1.4885119047619046
2010-11-23 12:50:00,0.338,12,23,11,1,47,0,0.344,0.694,2.094,0.5854166666666673,1.4780595238095238
2010-11-23 12:51:00,0.304,12,23,11,1,47,0,0.338,0.62,1.942,0.5722500000000006,1.4683095238095238
2010-11-23 12:52:00,0.256,12,23,11,1,47,0,0.304,0.61,2.214,0.5575000000000006,1.4566547619047618
2010-11-23 12:53:00,0.984,12,23,11,1,47,0,0.256,0.55,1.558,0.5755833333333339,1.4532380952380952
2010-11-23 12:54:00,0.668,12,23,11,1,47,0,0.984,0.54,1.46,0.5809166666666673,1.4485238095238095
2010-11-23 12:55:00,0.908,12,23,11,1,47,0,0.668,0.54,1.416,0.5962500000000006,1.4455
2010-11-23 12:56:00,0.84,12,23,11,1,47,0,0.908,1.752,1.428,0.5582500000000006,1.442
2010-11-23 12:57:00,0.398,12,23,11,1,47,0,0.84,2.044,1.424,0.4896666666666672,1.435892857142857
2010-11-23 12:58:00,0.398,12,23,11,1,47,0,0.398,0.71,1.422,0.4766666666666672,1.429797619047619
2010-11-23 12:59:00,0.4,12,23,11,1,47,0,0.398,0.45,1.422,0.4745833333333339,1.4237142857142857
2010-11-23 13:00:00,0.404,13,23,11,1,47,0,0.4,0.446,1.498,0.4728333333333339,1.417202380952381
2010-11-23 13:01:00,0.396,13,23,11,1,47,0,0.404,0.444,1.528,0.4708333333333339,1.4104642857142855
2010-11-23 13:02:00,0.39,13,23,11,1,47,0,0.396,0.446,1.52,0.4685000000000006,1.4037380952380951
2010-11-23 13:03:00,0.396,13,23,11,1,47,0,0.39,0.434,1.524,0.4669166666666672,1.3970238095238097
2010-11-23 13:04:00,0.404,13,23,11,1,47,0,0.396,0.434,1.526,0.4656666666666673,1.390345238095238
2010-11-23 13:05:00,0.354,13,23,11,1,47,0,0.404,0.432,1.534,0.4624166666666672,1.3833214285714286
2010-11-23 13:06:00,0.336,13,23,11,1,47,0,0.354,0.432,1.524,0.4584166666666672,1.37625
2010-11-23 13:07:00,0.328,13,23,11,1,47,0,0.336,0.434,1.508,0.4540000000000006,1.3692261904761904
2010-11-23 13:08:00,0.352,13,23,11,1,47,0,0.328,0.44,1.508,0.4503333333333339,1.3623452380952383
2010-11-23 13:09:00,0.432,13,23,11,1,47,0,0.352,0.44,1.498,0.4500000000000005,1.356
2010-11-23 13:10:00,0.428,13,23,11,1,47,0,0.432,0.438,1.512,0.4495833333333339,1.349547619047619
2010-11-23 13:11:00,0.424,13,23,11,1,47,0,0.428,0.388,1.546,0.4510833333333339,1.3428690476190477
2010-11-23 13:12:00,0.398,13,23,11,1,47,0,0.424,0.344,1.556,0.4533333333333338,1.3359761904761904
2010-11-23 13:13:00,0.412,13,23,11,1,47,0,0.398,0.344,1.596,0.4561666666666673,1.3289285714285717
2010-11-23 13:14:00,0.65,13,23,11,1,47,0,0.412,0.338,1.52,0.4691666666666673,1.32375
2010-11-23 13:15:00,2.636,13,23,11,1,47,0,0.65,0.304,1.504,0.5663333333333339,1.3304880952380953
2010-11-23 13:16:00,2.618,13,23,11,1,47,0,2.636,0.256,1.512,0.6647500000000006,1.337071428571429
2010-11-23 13:17:00,2.628,13,23,11,1,47,0,2.618,0.984,1.508,0.7332500000000005,1.3437380952380953
2010-11-23 13:18:00,2.62,13,23,11,1,47,0,2.628,0.668,1.552,0.814583333333334,1.350095238095238
2010-11-23 13:19:00,2.61,13,23,11,1,47,0,2.62,0.908,1.574,0.8855000000000005,1.356261904761905
2010-11-23 13:20:00,2.604,13,23,11,1,47,0,2.61,0.84,1.572,0.9590000000000004,1.362404761904762
2010-11-23 13:21:00,2.616,13,23,11,1,47,0,2.604,0.398,1.578,1.051416666666667,1.3685833333333333
2010-11-23 13:22:00,2.586,13,23,11,1,47,0,2.616,0.398,1.584,1.142583333333334,1.374547619047619
2010-11-23 13:23:00,2.498,13,23,11,1,47,0,2.586,0.4,1.578,1.2300000000000006,1.3800238095238095
2010-11-23 13:24:00,2.486,13,23,11,1,47,0,2.498,0.404,1.574,1.3167500000000003,1.3854523809523809
2010-11-23 13:25:00,2.486,13,23,11,1,47,0,2.486,0.396,1.57,1.403833333333334,1.390904761904762
2010-11-23 13:26:00,2.466,13,23,11,1,47,0,2.486,0.39,1.56,1.490333333333334,1.396297619047619
2010-11-23 13:27:00,0.766,13,23,11,1,47,0,2.466,0.396,1.506,1.5057500000000006,1.391892857142857
2010-11-23 13:28:00,0.318,13,23,11,1,47,0,0.766,0.404,1.496,1.502166666666667,1.3848809523809524
2010-11-23 13:29:00,0.318,13,23,11,1,47,0,0.318,0.354,1.496,1.5006666666666673,1.3778690476190476
2010-11-23 13:30:00,0.324,13,23,11,1,47,0,0.318,0.336,1.492,1.500166666666667,1.3709166666666666
2010-11-23 13:31:00,0.326,13,23,11,1,47,0,0.324,0.328,1.492,1.500083333333334,1.3639761904761905
2010-11-23 13:32:00,0.326,13,23,11,1,47,0,0.326,0.352,1.496,1.4990000000000006,1.357011904761905
2010-11-23 13:33:00,0.398,13,23,11,1,47,0,0.326,0.432,1.496,1.497583333333334,1.3504761904761904
2010-11-23 13:34:00,0.396,13,23,11,1,47,0,0.398,0.428,1.486,1.4962500000000007,1.3439880952380951
2010-11-23 13:35:00,0.396,13,23,11,1,47,0,0.396,0.424,1.566,1.4950833333333338,1.3370238095238096
2010-11-23 13:36:00,0.396,13,23,11,1,47,0,0.396,0.398,1.584,1.4950000000000003,1.3299523809523808
2010-11-23 13:37:00,0.396,13,23,11,1,47,0,0.396,0.412,1.582,1.4943333333333335,1.322892857142857
2010-11-23 13:38:00,0.396,13,23,11,1,47,0,0.396,0.65,1.586,1.4837500000000006,1.3158095238095238
2010-11-23 13:39:00,0.394,13,23,11,1,47,0,0.396,2.636,1.6,1.390333333333334,1.3086309523809525
2010-11-23 13:40:00,0.394,13,23,11,1,47,0,0.394,2.618,1.586,1.2976666666666674,1.3015357142857145
